ndvi,ndvi_max,evi,ndre,lai,growing_days,rainfall_mm,temp_celsius,crop_enc,yield_tha
0.2029,0.2561,0.154,0.1595,0.7377,122,60.9,25.7,2.0,1.556
0.2049,0.2822,0.1145,0.2967,0.8301,172,137.2,35.7,0.0,3.177
0.4399,0.5425,0.2729,0.0513,2.2041,107,83.1,35.7,4.0,10.775
0.3545,0.4538,0.2463,0.0714,1.3944,132,187.4,19.5,4.0,9.405
0.3181,0.4299,0.2198,0.112,2.0597,130,263.6,35.4,3.0,63.102
0.3939,0.5243,0.2511,0.0603,2.6987,105,193.4,28.1,0.0,3.336
0.3221,0.4388,0.2051,0.3467,1.6108,135,112.2,31.9,4.0,8.616
0.2958,0.3418,0.2173,0.0563,2.0366,126,198.9,30.1,1.0,4.428
0.2645,0.4082,0.205,0.2352,1.7772,136,109.7,28.6,0.0,2.999
0.3259,0.4254,0.195,0.0981,1.7636,105,165.7,29.0,0.0,3.507
0.2434,0.3498,0.1367,0.1161,1.5195,182,197.1,32.4,0.0,3.188
0.2375,0.2938,0.1668,0.0625,1.5725,118,80.6,28.6,0.0,2.833
0.2526,0.3426,0.1892,0.0847,0.9799,170,251.8,31.4,3.0,60.364
0.372,0.4151,0.2163,0.2259,1.9952,169,356.1,31.3,1.0,5.497
0.2467,0.2907,0.1566,0.3012,1.2501,118,187.1,22.7,4.0,7.524
0.3736,0.4773,0.2799,0.0539,1.8559,133,86.6,29.8,4.0,9.706
0.417,0.5277,0.2537,0.2919,2.6398,148,228.5,29.1,1.0,5.28
0.1267,0.2387,0.0745,0.101,0.7106,114,95.0,27.4,2.0,1.244
0.3488,0.4421,0.1919,0.297,2.0668,135,130.2,25.1,3.0,63.898
0.2019,0.3072,0.1571,0.0564,0.8289,148,262.4,26.0,3.0,56.303
0.383,0.4505,0.233,0.1613,1.5326,152,73.1,36.8,4.0,10.263
0.3087,0.4511,0.201,0.2914,1.3776,179,176.4,18.3,3.0,60.906
0.2762,0.3268,0.1764,0.1749,1.5487,172,109.5,35.7,2.0,1.59
0.2237,0.3515,0.1285,0.1165,1.5556,160,35.4,27.5,2.0,1.523
0.2511,0.3089,0.1638,0.3255,0.9342,147,237.7,25.6,3.0,55.209
0.412,0.5222,0.2996,0.0603,1.4627,117,248.2,22.0,3.0,69.586
0.3912,0.5268,0.2612,0.1152,2.6155,148,374.3,22.3,1.0,5.572
0.1029,0.2469,0.0687,0.2262,0.5795,107,94.2,34.6,0.0,2.554
0.4319,0.5577,0.3201,0.2823,2.7857,150,194.3,36.2,4.0,10.741
0.1853,0.2609,0.1164,0.0617,1.1537,177,113.3,36.2,0.0,2.519
0.3755,0.4833,0.2662,0.3,1.3581,156,126.7,21.8,3.0,76.565
0.1346,0.1813,0.077,0.1814,0.7512,114,163.1,37.4,0.0,2.606
0.2135,0.2966,0.1499,0.2153,1.2733,167,129.7,18.0,1.0,3.742
0.3533,0.397,0.227,0.1685,2.0593,121,319.5,25.2,1.0,4.311
0.361,0.5069,0.2151,0.0611,2.2553,164,94.1,32.2,0.0,3.97
0.1327,0.2365,0.0834,0.1493,0.6779,170,148.2,27.2,0.0,2.397
0.2715,0.3824,0.1805,0.1633,1.7667,156,212.4,23.4,3.0,51.805
0.3627,0.4588,0.2811,0.3175,1.6254,134,106.6,19.3,2.0,1.898
0.3659,0.5101,0.2607,0.1735,1.943,173,152.2,37.0,0.0,3.898
0.3982,0.5077,0.2943,0.1102,2.1105,139,284.0,28.1,3.0,71.043
0.2479,0.3491,0.1741,0.1242,1.4882,160,79.4,36.4,0.0,3.313
0.1915,0.3364,0.1332,0.2768,0.9609,112,117.6,30.8,0.0,2.672
0.2885,0.3703,0.1594,0.3399,1.7344,137,86.6,20.4,0.0,3.538
0.2994,0.3824,0.1741,0.1702,1.4908,137,125.1,37.4,4.0,8.884
0.2732,0.4013,0.176,0.1252,1.8572,116,130.7,36.5,3.0,55.877
0.1404,0.2194,0.0907,0.3028,0.9628,100,131.0,28.3,3.0,31.258
0.2746,0.3323,0.1689,0.1061,1.3081,167,159.7,36.0,1.0,3.932
0.1301,0.2747,0.101,0.3475,0.7641,175,77.3,22.9,2.0,1.225
0.28,0.3948,0.1567,0.0715,1.9583,106,57.5,21.4,2.0,1.777
0.3126,0.4093,0.2175,0.2749,1.4648,112,69.7,37.2,4.0,8.394
0.1553,0.2725,0.0893,0.1909,0.5755,169,161.6,28.8,3.0,46.301
0.2176,0.2717,0.1301,0.3223,1.4808,154,190.1,23.3,0.0,3.034
0.2181,0.282,0.1476,0.1113,1.1116,163,318.4,22.2,1.0,3.714
0.314,0.42,0.2077,0.0918,2.0972,102,175.1,22.6,4.0,7.966
0.4039,0.4857,0.2943,0.228,1.6785,101,262.6,32.6,3.0,78.166
0.3817,0.463,0.2389,0.0886,2.0913,144,157.5,34.4,4.0,10.193
0.3322,0.4566,0.2459,0.2093,1.1724,184,140.3,28.9,2.0,1.874
0.207,0.2488,0.1588,0.2369,0.8824,109,59.4,19.5,2.0,1.467
0.3369,0.4382,0.2457,0.077,2.2102,128,371.3,22.4,1.0,4.568
0.3614,0.4268,0.2699,0.2744,1.7807,122,147.5,21.3,1.0,4.555
0.4438,0.5602,0.2791,0.1727,3.0886,172,170.7,18.4,4.0,10.929
0.2209,0.2896,0.1631,0.3211,1.3724,181,132.8,26.6,0.0,2.403
0.3948,0.4622,0.2527,0.2749,2.5967,173,320.1,20.1,1.0,4.85
0.2577,0.3688,0.201,0.2885,1.2832,144,80.2,28.0,2.0,1.529
0.2151,0.304,0.1407,0.0511,1.3944,129,210.2,19.4,1.0,3.34
0.4315,0.4719,0.3309,0.1407,1.8117,120,161.2,19.4,4.0,9.988
0.152,0.2901,0.1007,0.3119,0.8505,171,207.2,37.2,3.0,48.527
0.3103,0.3944,0.2395,0.2314,1.1067,134,101.5,28.5,0.0,3.808
0.2604,0.3517,0.1486,0.0663,1.3795,123,145.4,25.4,0.0,3.152
0.1103,0.2093,0.069,0.3121,0.5247,152,126.1,23.0,2.0,1.073
0.3591,0.5,0.2244,0.2307,1.708,159,371.9,25.7,1.0,4.936
0.1668,0.2908,0.1152,0.1703,0.7551,125,188.8,25.3,1.0,3.139
0.1461,0.2047,0.0976,0.3385,0.8779,157,112.6,28.6,3.0,47.865
0.3189,0.3794,0.2459,0.1261,1.4767,151,171.9,20.8,3.0,64.05
0.1874,0.3331,0.138,0.1741,1.0706,173,274.6,28.6,1.0,3.118
0.3208,0.4381,0.2371,0.2005,1.4819,113,166.1,26.9,4.0,8.518
0.3534,0.441,0.271,0.1552,1.7762,134,73.3,19.9,0.0,4.196
0.1876,0.2916,0.115,0.3373,0.7623,184,82.6,25.6,2.0,1.693
0.3704,0.4316,0.2602,0.3072,1.5385,180,151.8,24.8,3.0,65.569
0.1687,0.2634,0.1178,0.046,1.1378,105,76.5,34.1,2.0,1.338
0.32,0.3754,0.1866,0.0639,1.9751,180,101.1,35.8,1.0,4.142
0.393,0.4674,0.2758,0.2596,2.1457,109,156.1,21.7,0.0,4.022
0.2879,0.3998,0.1893,0.0847,1.7662,103,154.8,23.0,0.0,2.794
0.1061,0.1848,0.0725,0.3236,0.4584,162,79.1,26.2,2.0,0.894
0.1476,0.2796,0.1082,0.2325,0.5396,160,130.1,32.4,1.0,3.125
0.3421,0.405,0.2016,0.2009,2.0847,183,178.2,22.2,3.0,61.557
0.1753,0.2424,0.1283,0.1973,1.09,129,66.2,28.7,2.0,1.111
0.2861,0.3851,0.2208,0.2353,1.2979,152,210.5,36.8,1.0,4.593
0.1213,0.177,0.094,0.3126,0.6675,133,150.2,34.9,0.0,2.013
0.4486,0.5838,0.3446,0.1074,2.0783,115,77.6,28.0,4.0,10.991
0.2496,0.3959,0.1705,0.1419,1.0324,105,52.4,26.8,0.0,2.838
0.3524,0.4115,0.2256,0.1865,1.3176,127,50.5,20.1,4.0,8.467
0.2668,0.3843,0.1915,0.2058,1.5226,114,294.8,20.1,3.0,55.681
0.1955,0.2543,0.1089,0.1221,1.3605,145,125.9,33.1,2.0,1.643
0.2915,0.4326,0.1643,0.32,1.4807,102,81.0,20.0,2.0,1.744
0.2388,0.3768,0.1361,0.2146,1.2345,156,139.0,37.5,2.0,1.398
0.2237,0.3529,0.1254,0.3079,1.1664,113,147.3,32.5,2.0,1.991
0.1471,0.2172,0.0827,0.1455,0.9517,119,299.1,21.6,1.0,2.99
0.2449,0.3312,0.1633,0.2099,1.4707,182,149.0,29.1,2.0,1.516
0.1566,0.2912,0.109,0.3167,0.7557,102,97.1,36.8,4.0,5.623
0.168,0.2212,0.0931,0.283,0.8085,171,116.9,22.0,0.0,2.688
0.1416,0.2845,0.1096,0.174,0.7117,124,148.4,26.8,1.0,2.791
0.3505,0.3958,0.2685,0.3392,1.8137,163,73.2,24.4,4.0,8.905
0.3177,0.4034,0.2203,0.1723,1.5776,155,127.4,33.3,0.0,3.61
0.1385,0.2048,0.0814,0.1563,0.9298,171,53.7,30.9,0.0,2.431
0.2868,0.3763,0.1732,0.2177,1.6213,106,148.7,35.3,4.0,8.222
0.3159,0.4331,0.2394,0.2685,1.576,103,189.6,23.5,1.0,4.959
0.2485,0.3347,0.1693,0.0936,1.7116,157,135.1,31.2,2.0,1.555
0.1593,0.2261,0.1177,0.1325,0.9924,114,95.0,30.9,2.0,1.171
0.1236,0.1664,0.0955,0.3233,0.7754,147,85.2,32.3,2.0,1.405
0.3133,0.4066,0.1901,0.2837,1.1242,128,34.4,23.5,2.0,2.022
0.2421,0.3028,0.1542,0.1786,1.4038,118,257.5,32.6,3.0,55.057
0.3126,0.3988,0.2342,0.0533,1.1051,158,149.5,33.7,0.0,3.547
0.1194,0.2074,0.0728,0.0665,0.8221,155,37.5,35.5,2.0,1.09
0.3675,0.4383,0.203,0.249,1.6181,158,118.3,23.6,3.0,69.287
0.1334,0.2599,0.0883,0.2407,0.735,118,134.7,34.0,0.0,2.453
0.3098,0.4446,0.2338,0.0706,1.4463,131,114.8,18.2,2.0,2.149
0.2641,0.3433,0.1551,0.1138,1.4789,184,185.8,35.8,1.0,3.809
0.3988,0.4766,0.2478,0.333,2.6309,163,297.1,37.8,1.0,5.26
0.4129,0.5136,0.2377,0.3082,2.5243,123,233.0,36.6,1.0,5.024
0.3638,0.425,0.2648,0.1686,1.4557,184,144.2,25.7,2.0,2.051
0.2277,0.3455,0.1704,0.1942,1.5581,109,116.0,24.7,4.0,6.848
0.3422,0.4504,0.2083,0.3376,2.1172,100,89.0,32.3,0.0,3.575
0.2222,0.3665,0.1707,0.0427,1.5261,113,66.6,37.1,0.0,3.45
0.1071,0.2525,0.0613,0.1143,0.6535,166,89.0,18.1,2.0,1.278
0.2933,0.4231,0.2284,0.3289,1.1319,175,199.0,23.0,3.0,59.832
0.274,0.321,0.1599,0.0761,1.2905,156,158.4,35.6,4.0,6.711
0.388,0.468,0.2713,0.1373,2.5906,114,145.5,32.7,1.0,5.423
0.2396,0.2822,0.1538,0.1894,1.1691,176,178.7,28.2,4.0,7.098
0.3353,0.4794,0.2585,0.2413,1.2703,107,278.3,22.3,1.0,4.98
0.2779,0.4221,0.1831,0.1312,1.6328,178,99.4,22.3,2.0,1.654
0.1549,0.2072,0.1019,0.1078,0.552,125,36.1,30.7,2.0,1.303
0.358,0.4988,0.2432,0.1918,1.5891,140,283.5,21.5,3.0,67.979
0.2794,0.3571,0.174,0.0595,1.099,116,161.2,37.1,0.0,3.276
0.2391,0.2803,0.1665,0.3111,0.9435,127,191.7,35.2,1.0,3.367
0.3753,0.5167,0.2171,0.248,2.3951,111,173.5,32.9,0.0,3.768
0.3414,0.4221,0.239,0.1374,2.3799,109,235.8,24.8,1.0,4.242
0.2659,0.3128,0.1939,0.1569,1.733,113,261.2,34.5,3.0,61.933
0.2477,0.3312,0.1447,0.1094,0.8952,139,91.4,22.5,2.0,1.409
0.2474,0.3125,0.138,0.3179,0.9489,118,218.2,35.1,3.0,54.294
0.1465,0.2079,0.1071,0.3054,0.7702,156,54.4,21.4,2.0,1.184
0.2996,0.4443,0.1854,0.1385,1.6991,154,178.1,35.0,4.0,8.21
0.404,0.5123,0.3029,0.156,1.4571,109,183.0,21.0,4.0,9.323
0.3053,0.4465,0.2062,0.0872,1.8656,184,170.7,19.4,4.0,8.591
0.3596,0.4037,0.2312,0.2519,1.8348,145,34.3,32.0,2.0,2.406
0.301,0.442,0.179,0.2837,1.0945,129,141.3,23.4,2.0,2.08
0.1442,0.2673,0.0817,0.0774,0.5633,174,181.9,26.3,0.0,2.384
0.2755,0.4094,0.1875,0.2335,1.315,127,59.1,18.4,2.0,1.718
0.1635,0.2271,0.1076,0.1137,0.8811,151,60.0,31.9,2.0,1.401
0.353,0.4933,0.2573,0.1201,1.6947,126,99.7,35.9,2.0,1.611
0.2184,0.3345,0.1332,0.1538,1.3028,140,90.7,35.4,2.0,1.534
0.2313,0.3087,0.1738,0.2577,1.5832,106,369.7,20.1,1.0,3.655
0.1119,0.1882,0.0628,0.3443,0.6524,118,197.7,23.0,0.0,2.028
0.264,0.3177,0.187,0.0702,1.4381,157,126.9,27.0,0.0,3.068
0.391,0.4956,0.291,0.0755,2.6307,167,97.1,36.1,4.0,10.589
0.3811,0.5221,0.2493,0.2231,2.5661,122,245.1,19.7,3.0,65.069
0.2829,0.3344,0.2076,0.3196,0.9962,161,190.5,19.3,1.0,4.609
0.1899,0.2519,0.1343,0.2306,1.2105,101,123.8,18.7,3.0,51.1
0.1533,0.2591,0.0984,0.1044,0.8898,132,166.1,35.1,3.0,45.547
0.4199,0.5371,0.2646,0.2924,2.1941,134,108.1,32.3,4.0,11.477
0.3602,0.4258,0.2508,0.0912,1.3618,159,55.9,30.6,0.0,4.034
0.3144,0.4614,0.2013,0.2036,1.5016,164,103.2,18.8,3.0,63.157
0.1686,0.3115,0.1151,0.0659,0.807,158,181.4,19.7,0.0,2.724
0.2838,0.3796,0.1565,0.2455,1.9031,119,54.6,25.7,0.0,3.742
0.2413,0.3374,0.1762,0.1354,1.4868,120,156.3,20.9,0.0,2.957
0.2967,0.42,0.2,0.1756,1.5465,103,363.8,27.1,1.0,4.527
0.307,0.418,0.2079,0.323,2.1351,114,164.8,35.5,0.0,3.172
0.3403,0.4523,0.2171,0.1477,1.3636,143,138.0,33.4,2.0,2.042
0.3454,0.4002,0.2032,0.2224,1.2373,124,156.5,26.5,0.0,3.708
0.3598,0.5092,0.2582,0.0458,1.6037,122,160.4,22.2,3.0,66.699
0.2122,0.3512,0.1168,0.3384,1.1524,119,183.7,30.7,0.0,2.203
0.3575,0.4617,0.2655,0.1693,1.6533,102,194.0,32.0,0.0,3.905
0.323,0.3638,0.1838,0.2758,1.3129,152,344.6,36.7,1.0,4.524
0.3165,0.4224,0.2075,0.2272,1.8559,100,167.1,21.5,3.0,58.309
0.1844,0.3177,0.1255,0.0724,0.9475,126,256.2,29.4,3.0,56.024
0.4022,0.5057,0.2744,0.1316,2.0987,156,102.2,31.6,3.0,77.239
0.3584,0.4804,0.2246,0.2802,2.3716,142,193.6,25.6,0.0,4.11
0.1902,0.2785,0.1054,0.1617,0.7202,163,135.7,35.1,4.0,5.949
0.4192,0.5057,0.2757,0.1617,2.2754,131,182.4,26.1,1.0,5.189
0.3599,0.4571,0.2421,0.3285,1.6428,147,73.4,35.8,0.0,3.94
0.306,0.3961,0.1803,0.2958,1.2749,100,203.6,20.2,1.0,3.757
0.1408,0.2601,0.0892,0.1438,0.7798,111,189.6,25.1,0.0,2.065
0.2408,0.3094,0.138,0.0715,1.6339,176,324.1,33.6,1.0,3.461
0.2598,0.3916,0.169,0.1403,1.1538,161,130.4,35.2,2.0,1.519
0.3665,0.4311,0.2391,0.3135,2.499,109,207.9,25.2,3.0,71.559
0.1222,0.2112,0.0696,0.1554,0.7916,143,33.3,21.9,2.0,1.053
0.153,0.257,0.1135,0.0965,0.8571,157,315.1,27.4,1.0,2.663
0.207,0.2592,0.1389,0.3086,1.1507,140,82.6,24.8,0.0,2.857
0.3034,0.3465,0.1822,0.3334,1.8157,170,70.8,30.3,0.0,3.515
0.3518,0.4182,0.2083,0.0922,1.9585,127,131.5,24.8,1.0,4.725
0.3654,0.4832,0.2036,0.2437,1.648,118,140.8,36.7,2.0,2.013
0.2685,0.3996,0.1795,0.3452,1.5101,122,188.1,23.2,0.0,3.103
0.3369,0.3979,0.1886,0.2632,1.3379,171,109.1,28.9,0.0,3.303
0.2901,0.3677,0.2094,0.2703,1.0234,127,53.6,24.7,4.0,8.436
0.2686,0.4121,0.1579,0.2915,1.4584,100,177.0,21.1,4.0,8.211
0.3795,0.5057,0.263,0.0481,1.7352,121,200.2,23.3,3.0,72.734
0.3316,0.4187,0.2322,0.349,1.8843,163,394.8,19.5,1.0,4.725
0.2067,0.2534,0.1267,0.2415,1.117,107,91.7,37.9,2.0,1.651
0.1959,0.2583,0.139,0.1344,0.8666,141,60.8,24.4,2.0,1.613
0.2344,0.2787,0.1552,0.0861,0.8279,175,99.3,30.8,0.0,3.355
0.4358,0.531,0.3043,0.1216,3.0291,105,117.1,27.5,4.0,9.688
0.1909,0.2794,0.1082,0.1575,0.947,130,160.5,30.2,3.0,50.725
0.3981,0.4932,0.2539,0.211,2.6584,109,101.1,19.7,3.0,72.224
0.3047,0.408,0.2199,0.1512,1.9001,179,187.9,20.6,4.0,8.52
0.1139,0.1598,0.0758,0.0726,0.7309,141,75.0,37.4,2.0,1.081
0.2714,0.3209,0.1817,0.1656,0.9555,120,167.0,36.8,1.0,4.1
0.2912,0.3401,0.1976,0.0992,1.4385,117,110.1,32.3,3.0,63.454
0.3093,0.3833,0.2015,0.2436,2.0323,122,198.8,26.1,0.0,3.424
0.3875,0.4619,0.2763,0.0857,1.7421,130,286.0,18.9,3.0,72.738
0.3327,0.4746,0.2549,0.1178,1.7901,177,221.9,23.9,3.0,62.858
0.1697,0.3103,0.0968,0.2976,0.9273,123,106.3,28.7,0.0,3.063
0.1373,0.2027,0.0836,0.2215,0.5949,147,155.9,31.2,3.0,40.482
0.3495,0.4157,0.2404,0.089,1.9542,168,104.2,28.5,2.0,1.921
0.3197,0.4473,0.211,0.102,1.2776,163,59.4,23.5,4.0,9.281
0.3921,0.4779,0.2436,0.3371,2.0484,183,102.8,19.1,1.0,4.906
0.2168,0.3076,0.1427,0.1128,1.5093,114,129.1,31.4,2.0,1.298
0.1467,0.2446,0.1129,0.0902,0.668,160,166.1,19.5,1.0,3.354
0.4456,0.5417,0.2757,0.209,2.9135,139,65.3,36.6,4.0,11.092
0.4413,0.4919,0.3125,0.2052,2.8567,137,50.0,31.5,4.0,11.248
0.3069,0.4272,0.1814,0.2346,1.8992,120,182.9,24.0,3.0,62.586
0.3084,0.389,0.202,0.1664,1.4943,137,263.0,26.2,3.0,58.616
0.3031,0.3628,0.2202,0.1215,1.7259,158,114.4,20.2,4.0,9.543
0.1348,0.222,0.0968,0.2522,0.492,114,248.9,21.4,3.0,47.067
0.1851,0.2982,0.1197,0.0497,1.274,170,168.4,30.9,0.0,2.875
0.2425,0.312,0.1614,0.0926,1.5015,120,283.6,18.1,3.0,55.523
0.1621,0.241,0.0961,0.2717,0.7236,127,59.3,30.5,2.0,1.326
0.3684,0.4146,0.2825,0.1941,1.912,174,92.9,22.8,3.0,69.594
0.1428,0.233,0.093,0.2026,0.9647,107,126.6,34.3,0.0,2.292
0.1653,0.2118,0.1138,0.1804,1.0603,118,63.2,29.0,2.0,1.455
0.2274,0.2729,0.1659,0.1745,1.4019,141,283.2,27.9,1.0,3.675
0.3161,0.3943,0.2051,0.2276,1.8872,170,140.0,19.9,4.0,8.071
0.414,0.5036,0.2292,0.1428,1.8873,133,192.7,23.0,4.0,9.764
0.4341,0.5504,0.2491,0.179,2.8997,133,172.6,36.4,4.0,9.57
0.2842,0.3903,0.1837,0.1628,1.2569,110,143.1,32.6,3.0,57.76
0.3681,0.457,0.2811,0.1661,1.6661,140,67.7,37.7,4.0,9.665
0.1661,0.2324,0.1234,0.234,0.8174,120,198.3,35.9,3.0,50.061
0.2825,0.364,0.2022,0.3004,1.0005,184,158.9,26.1,3.0,58.616
0.2663,0.3314,0.1714,0.0763,1.6661,181,61.0,23.3,2.0,1.507
0.3793,0.4638,0.259,0.1355,2.0418,108,191.3,18.7,1.0,5.186
0.4332,0.5794,0.3368,0.3054,2.0704,138,167.5,28.5,4.0,10.993
0.2423,0.3119,0.1733,0.1498,1.1405,144,114.5,24.1,3.0,55.707
0.2428,0.3674,0.1699,0.0981,1.1369,178,309.3,30.5,1.0,3.579
0.277,0.3694,0.1968,0.2669,0.9871,148,99.4,26.8,2.0,1.335
0.1938,0.2819,0.1425,0.1498,0.8187,125,191.6,21.3,3.0,52.085
0.1703,0.3114,0.0942,0.2065,0.8353,125,158.7,18.6,4.0,5.731
0.2337,0.3505,0.1794,0.2868,1.5428,115,149.0,20.1,3.0,54.616
0.1433,0.1958,0.0911,0.171,0.5806,149,148.7,25.8,3.0,41.544
0.2442,0.2995,0.1568,0.2108,1.3303,169,47.2,37.8,2.0,1.549
0.1896,0.2461,0.1054,0.0936,1.211,129,66.0,26.7,0.0,2.47
0.4473,0.5061,0.2641,0.2494,1.9078,134,109.4,19.5,4.0,11.545
0.3017,0.4441,0.2322,0.1348,1.2884,176,231.3,18.5,1.0,3.975
0.2899,0.3984,0.1851,0.2829,1.3291,117,177.1,33.9,4.0,8.904
0.4042,0.5252,0.2914,0.3173,2.7807,158,240.2,35.6,3.0,70.776
0.2946,0.3947,0.2088,0.0859,1.6351,103,147.3,18.5,3.0,63.749
0.3668,0.5002,0.217,0.2001,2.088,158,143.7,18.3,1.0,4.818
0.171,0.3103,0.1264,0.2451,0.6125,108,56.1,33.5,4.0,5.766
0.3089,0.4467,0.1837,0.2272,1.5672,158,397.1,27.6,1.0,4.312
0.1338,0.2164,0.0812,0.2986,0.6976,113,281.4,36.9,3.0,39.213
0.3169,0.4118,0.2347,0.0567,1.9258,182,360.0,34.9,1.0,4.184
0.4163,0.505,0.2827,0.3354,2.0288,121,93.4,29.3,3.0,81.933
0.4476,0.5224,0.3438,0.1503,1.7893,136,94.6,32.0,4.0,12.0
0.2203,0.3683,0.1668,0.1806,1.3218,153,44.0,21.8,2.0,1.619
0.3237,0.4203,0.2113,0.0833,1.457,114,178.9,37.0,0.0,3.361
0.2821,0.3664,0.2114,0.152,1.9672,154,126.3,19.2,4.0,8.436
0.1463,0.2276,0.085,0.2223,1.0082,168,191.1,19.1,3.0,45.004
0.1791,0.2733,0.1227,0.3452,0.9833,111,336.3,36.0,1.0,3.256
0.3651,0.4152,0.2686,0.3069,2.4583,173,138.5,32.3,2.0,1.98
0.4254,0.5526,0.2573,0.2206,1.9571,179,181.0,25.4,4.0,9.981
0.2005,0.3282,0.1551,0.3009,1.2429,144,133.3,21.8,4.0,6.783
0.3503,0.4446,0.2299,0.1441,2.0864,127,165.2,36.8,1.0,4.35
0.2082,0.288,0.158,0.2291,0.7698,154,141.7,35.3,3.0,51.264
0.3095,0.4272,0.2309,0.0569,1.9171,112,49.9,25.4,2.0,1.855
0.3581,0.5049,0.2455,0.2465,1.735,145,301.1,30.1,1.0,5.126
0.3764,0.5191,0.2755,0.2667,1.7868,137,179.9,24.4,1.0,5.471
0.24,0.3546,0.1628,0.3042,1.4647,144,115.6,26.3,0.0,3.289
0.2501,0.3407,0.1615,0.1086,1.5772,105,140.1,20.3,4.0,7.799
0.2933,0.4162,0.2019,0.1647,1.2179,173,160.9,31.4,1.0,4.094
0.3332,0.3957,0.2567,0.291,1.473,121,58.6,21.8,4.0,8.963
0.1916,0.339,0.1475,0.1968,1.2176,161,114.5,26.5,4.0,6.065
0.1213,0.194,0.0894,0.0697,0.7067,127,148.0,26.8,3.0,42.46
0.2397,0.3277,0.1811,0.1982,1.1535,126,139.5,19.4,0.0,3.119
0.1454,0.2769,0.1074,0.1738,0.8291,174,121.4,25.1,2.0,1.111
0.3917,0.4917,0.2177,0.1942,2.2245,170,90.4,24.3,4.0,10.171
0.3852,0.512,0.3001,0.3367,1.6216,147,66.1,32.9,4.0,9.272
0.3654,0.4195,0.2166,0.1795,1.458,130,193.4,34.5,0.0,3.771
0.317,0.4385,0.1963,0.327,1.3022,103,189.6,25.6,4.0,8.993
0.3364,0.4003,0.196,0.0854,1.4496,121,201.1,30.6,1.0,3.98
0.3857,0.4432,0.2778,0.2538,2.2038,106,184.5,32.2,0.0,3.212
0.1823,0.2709,0.1081,0.3229,0.7718,143,190.3,27.8,4.0,7.655
0.2605,0.3763,0.147,0.0582,0.9801,129,127.2,34.9,2.0,1.592
0.2654,0.4141,0.152,0.1317,1.2868,167,130.5,23.9,1.0,4.069
0.265,0.3463,0.2042,0.23,1.1339,133,182.0,33.2,0.0,3.433
0.1565,0.2284,0.1178,0.1974,1.021,123,150.7,25.4,0.0,2.985
0.2065,0.3564,0.1526,0.2713,1.391,151,341.0,23.8,1.0,2.572
0.2575,0.3665,0.1859,0.2715,1.4791,150,381.8,33.8,1.0,4.272
0.3906,0.5219,0.2679,0.0616,2.3639,182,147.4,25.3,3.0,73.023
0.3318,0.452,0.257,0.3295,2.1734,142,181.3,28.4,0.0,3.874
0.2769,0.3628,0.1881,0.2657,1.446,144,91.8,31.0,3.0,62.857
0.4203,0.475,0.2865,0.2092,2.2094,129,74.0,37.2,4.0,10.766
0.1648,0.2719,0.1132,0.1989,0.59,112,118.5,21.5,4.0,5.764
0.383,0.458,0.2374,0.0692,2.0685,118,348.3,18.2,1.0,5.719
0.3124,0.4545,0.2238,0.0864,1.8834,141,299.1,35.6,1.0,4.829
0.3839,0.4544,0.2917,0.2983,1.6574,142,281.1,38.0,1.0,5.337
0.3698,0.4177,0.2484,0.1081,1.3298,109,174.0,23.2,0.0,3.81
0.2742,0.3901,0.2111,0.2815,1.4346,121,171.8,34.5,1.0,4.476
0.1932,0.2466,0.1305,0.076,0.9884,136,105.0,28.9,0.0,2.59
0.3252,0.3715,0.2027,0.323,1.5771,147,177.4,35.8,0.0,3.587
0.263,0.314,0.1584,0.099,1.5997,154,114.3,29.0,3.0,57.832
0.2509,0.3089,0.1461,0.214,1.4985,180,72.0,30.4,2.0,1.652
0.1385,0.2758,0.1049,0.2163,0.7739,129,123.5,34.2,0.0,2.531
0.3764,0.4478,0.2076,0.0574,1.5763,173,392.4,32.3,1.0,4.996
0.2109,0.2666,0.1523,0.2003,1.0658,132,197.3,28.7,4.0,6.478
0.1826,0.3055,0.1395,0.0496,1.204,163,91.2,21.1,4.0,6.78
0.1668,0.2978,0.0943,0.0777,1.072,126,231.5,33.9,3.0,48.418
0.1618,0.3101,0.1133,0.1355,1.1091,105,272.5,35.0,3.0,46.269
0.1851,0.3323,0.1304,0.3167,0.742,163,135.4,24.0,3.0,47.286
0.2986,0.3587,0.2121,0.2995,1.9932,140,40.0,23.4,2.0,1.681
0.1087,0.2114,0.068,0.2415,0.7437,133,112.9,31.5,2.0,1.263
0.3669,0.444,0.2355,0.219,1.4744,103,77.6,20.4,4.0,9.622
0.3258,0.3829,0.2156,0.1165,2.2576,139,276.2,20.4,3.0,57.177
0.3965,0.4434,0.2798,0.2703,1.8486,119,173.5,22.8,3.0,71.054
0.3254,0.3878,0.2518,0.2928,2.0145,101,83.6,29.4,4.0,9.813
0.3899,0.4702,0.2383,0.3493,1.8059,151,91.5,37.0,0.0,4.389
0.2872,0.4367,0.2223,0.2747,1.2599,129,115.3,33.5,4.0,7.463
0.2214,0.2808,0.1227,0.3259,1.1432,178,159.5,20.9,3.0,54.399
0.3853,0.4922,0.2622,0.1865,1.7255,176,156.6,27.5,0.0,4.148
0.196,0.3451,0.1469,0.2681,1.3644,155,57.8,23.1,4.0,7.477
0.1003,0.2106,0.0714,0.1404,0.3593,182,37.4,27.5,2.0,1.234
